"旧库公司ID","旧库名称","结论","对应启用招聘主体","主体范围说明","归属依据","旧招聘入口","本轮检查证据","以往检查证据"
"co_46fb9553f7c85ed89863","ASTER星图国际集团","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","http://hr.goaster.com/campus%20recruitment.jsp
https://hr.goaster.com/campus%20recruitment.jsp","unverified | 2026-09-17T15:42:30.654Z | artifacts/full-registry-review-20260917/verify-followups/co_46fb9553f7c85ed89863/verification.json
followup_links | 2026-09-17T15:28:29.465Z | artifacts/full-registry-review-20260917/discover-portal/0e505c29ceefdbb0/discovery.json
followup_links | 2026-09-17T15:28:30.197Z | artifacts/full-registry-review-20260917/discover-portal/2eedae6475b0aa11/discovery.json",""
"co_5c39a2d791b0b6a17271","ATOMIC岱澳","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/gHd7_u2YujCbudUkSrMv8Q","retrieved_no_api_link | 2026-09-17T15:28:30.075Z | artifacts/full-registry-review-20260917/discover-wechat/90ab0800d7314d6f/discovery.json",""
"co_5874d317246aa72d1d33","Atomic岱澳中国","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/DmVDB9pYQB0ZjbigIGehzg","retrieved_no_api_link | 2026-09-17T15:28:31.996Z | artifacts/full-registry-review-20260917/discover-wechat/5333818738dd1c22/discovery.json",""
"co_ded809b89eaf7f236549","ATOMIC岱澳集团","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/IxY_blbDg0y3NaRhocka-A
https://mp.weixin.qq.com/s/bmwzOVya1iKsdYFTR0wNbA","retrieved_no_api_link | 2026-09-17T15:28:33.741Z | artifacts/full-registry-review-20260917/discover-wechat/c51b56e68c4b8c62/discovery.json
retrieved_no_api_link | 2026-09-17T15:28:32.426Z | artifacts/full-registry-review-20260917/discover-wechat/f2a2d61dc62fa1c2/discovery.json",""
"co_f9fd3e69f6daa36a65a7","AUMOVIO欧摩威","已关联启用招聘来源","欧摩威AUMOVIO","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","http://campus.51job.com/aumovioFY26","no_api_discovered | 2026-09-17T15:28:10.513Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_3a5564adec5d218be0b8","AUMOVIO欧摩威中国","已关联启用招聘来源","欧摩威AUMOVIO","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://campus.51job.com/aumovioFY26","no_api_discovered | 2026-09-17T15:28:10.563Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_b48463b5b197666d5b1e","AUMOVIO欧摩威集团","已关联启用招聘来源","欧摩威AUMOVIO","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","Employer portal plus live API organization/body evidence support this source; publication type and coverage remain per JD.","http://campus.51job.com/aumovioFY26/job.html","api_incomplete | 2026-09-17T15:28:10.885Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_10140c2128ff0841b2f6","AXEB(中国)","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/4b58WlsEn6INfetykPuVqQ","retrieved_no_api_link | 2026-09-17T15:28:34.960Z | artifacts/full-registry-review-20260917/discover-wechat/dba011150118598a/discovery.json",""
"co_96cb6e6b055217b319b0","Babycare","已关联启用招聘来源","Babycare","主体已在启用来源中，核验时间见证据。","","https://babycare.zhiye.com/campus
https://babycare.zhiye.com/intern/jobs
https://mp.weixin.qq.com/s/J-y9aE4rsW41DiUECr4Unw","","artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_96cb6e6b055217b319b0/verification.json"
"co_e4a6a466c958a6047d62","BAC中国","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/0_AQIfTo9XdklzQ1_seN2Q","retrieved_no_api_link | 2026-09-17T15:28:35.445Z | artifacts/full-registry-review-20260917/discover-wechat/e1c53e63fb75f310/discovery.json",""
"co_05f6243aa09b5af40971","BAM百安木","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/TrE6rPbdVrVxdw6pjNpRVw","retrieved_no_api_link | 2026-09-17T15:28:37.092Z | artifacts/full-registry-review-20260917/discover-wechat/070cc68e6896826f/discovery.json",""
"co_8863c155eb4e78d6f786","BCG中国区","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://careers.bcg.com/global/en/job/54621/Consulting-Full-time-GC-Campus-Shanghai-Beijing-Shenzhen-Hong-Kong-Taipei
https://careers.bcg.com/global/en/job/58663/Consulting-Full-time-GC-Campus-Shanghai-Beijing-Shenzhen-Hong-Kong-Taipei","unverified | 2026-09-17T15:45:06.560Z | artifacts/full-registry-review-20260917/verify-followups/co_8863c155eb4e78d6f786/verification.json
http_error | 2026-09-17T15:28:30.363Z | artifacts/full-registry-review-20260917/discover-portal/67750dfbab87c712/discovery.json
followup_links | 2026-09-17T15:28:31.124Z | artifacts/full-registry-review-20260917/discover-portal/6a3e500c75a333e3/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_8863c155eb4e78d6f786/verification.json"
"co_f2c507468904f4778a0f","BCG中国区-冬春季PTA招聘","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://careers.bcg.com/global/en/job/55689/Part-Time-Assistant-Internship-Shanghai-Beijing-Shenzhen","unverified | 2026-09-17T15:48:36.790Z | artifacts/full-registry-review-20260917/verify-followups/co_f2c507468904f4778a0f/verification.json
http_error | 2026-09-17T15:28:31.911Z | artifacts/full-registry-review-20260917/discover-portal/d6abb533ae5ede3b/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_f2c507468904f4778a0f/verification.json"
"co_0f569354633516a0fee5","BCG中国区-北美院校","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/snWwmdb-GaYmDIvHJmWGvA","unverified | 2026-09-17T15:49:56.013Z | artifacts/full-registry-review-20260917/verify-followups/co_0f569354633516a0fee5/verification.json
unverified | 2026-09-17T16:15:44.145Z | artifacts/full-registry-review-20260917/verify-offline-delta1/co_0f569354633516a0fee5/verification.json
followup_links | 2026-09-17T15:28:38.677Z | artifacts/full-registry-review-20260917/discover-wechat/d2d408e69d2b3298/discovery.json",""
"co_e078f39c186f45631b8e","BCG中国区欧洲院校","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://careers.bcg.com/global/en/job/54953
https://careers.bcg.com/global/en/job/56100","unverified | 2026-09-17T15:45:20.892Z | artifacts/full-registry-review-20260917/verify-followups/co_e078f39c186f45631b8e/verification.json
http_error | 2026-09-17T15:28:34.448Z | artifacts/full-registry-review-20260917/discover-portal/710b9127b957308a/discovery.json
http_error | 2026-09-17T15:28:34.283Z | artifacts/full-registry-review-20260917/discover-portal/7e159990f146c2dd/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_e078f39c186f45631b8e/verification.json"
"co_046a82cecfe7300469ee","BCG中国区院校","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://careers.bcg.com/global/en/job/51343/Consulting-internship-Shanghai-Beijing-Shenzhen-Hong-Kong-Taipei
https://careers.bcg.com/global/en/job/56071/Consulting-internship-Shanghai-Beijing-Shenzhen-Hong-Kong-Taipei","unverified | 2026-09-17T15:48:34.656Z | artifacts/full-registry-review-20260917/verify-followups/co_046a82cecfe7300469ee/verification.json
http_error | 2026-09-17T15:28:34.470Z | artifacts/full-registry-review-20260917/discover-portal/d12bb2bca5b1ceee/discovery.json
http_error | 2026-09-17T15:28:34.601Z | artifacts/full-registry-review-20260917/discover-portal/e63ae31e52e254da/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_046a82cecfe7300469ee/verification.json"
"co_dab8941f3b0ec52df059","BDA","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","http://wx.bda.com/career/job.php?id=3","unverified | 2026-09-17T15:47:22.946Z | artifacts/full-registry-review-20260917/verify-followups/co_dab8941f3b0ec52df059/verification.json
followup_links | 2026-09-17T15:28:35.258Z | artifacts/full-registry-review-20260917/discover-portal/a6392269ebf4e342/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_dab8941f3b0ec52df059/verification.json"
"co_ef120922dcddcf73a2f7","BDA咨询","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","http://wx.bda.com/career/job.php?id=2
http://wx.bda.com/career?cat=2","unverified | 2026-09-17T15:44:44.171Z | artifacts/full-registry-review-20260917/verify-followups/co_ef120922dcddcf73a2f7/verification.json
followup_links | 2026-09-17T15:28:35.771Z | artifacts/full-registry-review-20260917/discover-portal/6179345f32d88804/discovery.json
followup_links | 2026-09-17T15:28:36.132Z | artifacts/full-registry-review-20260917/discover-portal/bb67ad4392cd7886/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_ef120922dcddcf73a2f7/verification.json"
"co_6f2b62beb485ce62c7a0","BDD布道设计","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/YB9n45qvNhOjnFg4V78Y2Q","retrieved_no_api_link | 2026-09-17T15:28:38.793Z | artifacts/full-registry-review-20260917/discover-wechat/a8ad89bb7cbad0bf/discovery.json",""
"co_5c10f12e9599cd22b701","BDO立信","已关联启用招聘来源","立信会计师事务所","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://bdochina.zhiye.com/intern/jobs","","artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_5c10f12e9599cd22b701/verification.json"
"co_2207a6eb20334f6447f0","Benoy贝诺","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/fBCTyIpPMGIUkguOsZPJ6g
https://mp.weixin.qq.com/s/z4VcaagpvtScI_WfG-SQjQ","retrieved_no_api_link | 2026-09-17T15:28:41.588Z | artifacts/full-registry-review-20260917/discover-wechat/9f3921ae59cf892f/discovery.json
retrieved_no_api_link | 2026-09-17T15:28:40.570Z | artifacts/full-registry-review-20260917/discover-wechat/e1b411b3b93f0942/discovery.json",""
"co_7a80d2b1eff3fdae5e55","BEST Day百思特","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://kcgeswnkdz.feishu.cn/share/base/form/shrcnOrJ3fCCCtApkRHButJ6lqc","unverified | 2026-09-17T15:42:21.561Z | artifacts/full-registry-review-20260917/verify-followups/co_7a80d2b1eff3fdae5e55/verification.json
followup_links | 2026-09-17T15:28:36.512Z | artifacts/full-registry-review-20260917/discover-portal/0a8c5cf73ffe4599/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_7a80d2b1eff3fdae5e55/verification.json"
"co_98b7f6daf357389808e6","BHI星空投资","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/0Wru8-UjVh8S6TORTNyhKw","retrieved_no_api_link | 2026-09-17T15:28:42.378Z | artifacts/full-registry-review-20260917/discover-wechat/5d3b95c911567b6b/discovery.json",""
"co_f7d40e68d28fbd7574cc","BHS博凯机械","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://www.liepin.com/campus/project-detail/14134133","no_api_discovered | 2026-09-17T15:22:23.975Z | artifacts/full-registry-review-20260917/platform-recovery/batch-liepin-boss_zhipin-nowcoder-taleo-oracle_recruiting-greenhouse.json",""
"co_614d1bcca6641173504f","BMC瑞迈特","已关联启用招聘来源","BMC瑞迈特","主体已在启用来源中，核验时间见证据。","","https://bmc-medical.zhiye.com/campus/jobs","","artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_614d1bcca6641173504f/verification.json"
"co_3985546968737bc65347","BMW集团-管培生","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://bmw.tupu360.com/position/list?enter=menu&lang=zh_CN&type=MANAGEMENTRUITMENT&ds=Accelerationwechat_202506&dsn=Accelerationwechat_202506","retrieved_no_api_link | 2026-09-17T15:28:36.892Z | artifacts/full-registry-review-20260917/discover-portal/09fe4b2a54da59ea/discovery.json",""
"co_558f40f63d187a2ba520","BMW集团-管培生项目","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://bmw.tupu360.com/pageQrCode?targetUrl=a7f4739eb94ec9ef329bf04695f05583d476fd99ad24ebac1882f5427f22f1ab42eccaac339d9e26a92bdba26e3d30b5159d7a89761fc25cd8d0639defffe5e4316d01680389924d9b51490f1469f35aac964afdb486ca04","retrieved_no_api_link | 2026-09-17T15:28:36.977Z | artifacts/full-registry-review-20260917/discover-portal/86f3d96994426d2b/discovery.json",""
